ID	Mission	nPoints	Engine	Fuel	Sulfur	Aromatics	Naph	Hydrogen	TempC	ColdEIn	HotEIn	VolEIn	mBC	ColdV	HotV	VolV	Org_Fract	SO4_Fract	mOrg	mSO4	Engine2	Engine3	N1	N2	EGT	FF	ColdGMD	ColdVMD	HotGMD	HotVMD
206	AAFEX-II	100	2	BlendHRJ	276	10.2	0.65	14.4	25	2.15E+15	4.03E+14	1.75E+15	51.9	45.3	23.5	21.7	NA	NA	NA	NA	1	0	NA	NA	NA	0.844540768	13.3381	70.0156	28.4276	73.9613
207	AAFEX-II	140	2	JP-8	188	21.8	1.3	13.5	29	1.23E+15	3.50E+14	8.77E+14	35.2	42.9	NA	NA	0.931034483	0.068965517	NA	NA	1	0	NA	NA	NA	0.844540768	16.2138	67.1369	NA	NA
208	AAFEX-II	120	3	JP-8	188	21.8	1.3	13.5	30	1.06E+15	5.45E+14	5.16E+14	64.4	74.2	NA	NA	0.870967742	0.129032258	NA	NA	0	1	NA	NA	NA	0.844540768	28.1534	72.8356	NA	NA
209	ACCESS-I	360	2	BlendHEFA	500	8	0.9	14.4	18.13	9.10E+15	1.31E+15	7.79E+15	81.12	43.7705	21.333	22.4	0.78115345	0.21884655	21.03255664	5.892443357	1	0	82.5	NA	1011	0.844540768	12.6193	53.1875	23.3916	65.4213
210	ACCESS-I	480	2	JP-8	800	16	1.4	13.9	16.81	1.18E+16	1.21E+15	1.06E+16	117.71	92.8376	40.8023	52.0	0.711997273	0.288002727	44.45879006	17.98356994	1	0	83.0	NA	988	0.844540768	13.6364	51.1587	21.0033	71.5785
211	ACCESS-I	360	3	BlendHEFA	500	8	0.9	14.4	17.05	4.06E+15	1.42E+15	2.64E+15	40.3953	22.1375	7.20792	14.9	0.878638439	0.121361561	15.74124344	2.174252559	0	1	82.7	NA	974	0.844540768	14.6017	60.8746	14.3177	60.8093
212	APEX	26	3	JP-8	383	17.6	0.93	13.69	NA	NA	5.35E+14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	0.894408833	NA	NA	NA	NA
213	APEX	53	3	JP-8	383	17.6	0.93	13.69	33.0	4.36E+15	2.76E+14	4.08E+15	78.9	198.4	155.7	42.7	NA	NA	NA	NA	0	1	86.0	97	1039	0.894408833	19.11349	75.42786	18.76068	81.51717
214	APEX	73	3	JP-8	383	17.6	0.93	13.69	24.0	7.36E+15	4.65E+14	6.90E+15	128.7	268.5	158.1	110.4	NA	NA	NA	NA	0	1	86.0	98	1044	0.894408833	13.617175	67.559635	22.520535	77.481425
215	APEX	129	3	JP-8	383	17.6	0.93	13.69	33.0	2.71E+15	3.74E+14	2.34E+15	95.7	185.7	123.6	62.0	0.730	0.270	54.29631267	20.13086136	0	1	86.0	97	1038	0.894408833	19.353455	74.207445	24.753025	76.56564
216	APEX	61	3	JP-8	383	17.6	0.93	13.69	23.0	1.01E+16	4.25E+14	9.71E+15	31.7	173.8	128.0	45.8	NA	NA	NA	NA	0	1	86.0	97	1011	0.894408833	12.5175	56.94023	29.43395	76.63616
217	APEX	130	3	Sulfur	1595	17.3	1.31	13.67	34.0	5.62E+15	4.82E+14	5.14E+15	102.7	214.8	134.1	80.7	0.557	0.443	53.93999001	42.87217901	0	1	86.0	97	1050	0.894408833	15.24653667	67.26319667	21.58548667	76.6758
218	APEX	98	3	Sulfur	1595	17.3	1.31	13.67	25.0	2.07E+16	6.78E+14	2.01E+16	109.3	220.7	114.6	106.1	0.588	0.412	74.86135651	52.41665612	0	1	86.0	98	1022	0.894408833	13.49104467	43.48160667	15.16128333	70.55986
219	APEX	102	3	Aromatic	530	21.8	1.34	13.7	29.0	7.65E+15	3.91E+14	7.26E+15	115.3	194.0	134.0	60.0	0.692	0.308	49.83186695	22.20923421	0	1	86.0	98	1049	0.894408833	12.595935	70.47728	23.51517	76.915915
220	APEX	104	3	Aromatic	530	21.8	1.34	13.7	22.0	1.39E+16	9.70E+14	1.29E+16	152.9	275.2	182.6	92.7	0.778	0.222	86.55884741	24.6456896	0	1	86.0	95	1024	0.894408833	14.16111	65.711375	19.517915	77.7265
221	APEX	70	3	Sulfur	1595	17.3	1.31	13.67	24.0	2.09E+16	3.88E+14	2.05E+16	108.2	308.7	172.5	136.2	NA	NA	NA	NA	0	1	86.0	98	1072	0.894408833	14.44727	53.77084	30.86267	82.96071
222	AAFEX-I	120	3	JP-8	1148	18.6	1.6	13.6	6.0	1.51E+16	5.80E+14	1.46E+16	86.3	139.7	76.9	62.8	NA	NA	NA	NA	0	1	87.4	96	999	0.894408833	12.9073	59.9219	23.059	104.922
223	AAFEX-I	132	3	JP-8	1148	18.6	1.6	13.6	9.9	1.74E+16	1.25E+15	1.62E+16	246.4	289.4	159.4	130.0	0.552	0.448	86.14499801	69.84420199	0	1	87.7	97	1052	0.894408833	14.2157	76.1256	31.767	104.548
224	AAFEX-I	118	3	JP-8	1148	18.6	1.6	13.6	0.9	2.29E+16	5.00E+15	1.79E+16	202.3	295.4	265.1	30.3	0.703	0.297	25.53807579	10.80872421	0	1	86.5	92	996	0.894408833	14.7484	69.0389	14.5932	81.9149
225	AAFEX-I	120	3	FT1	19	0	0	15.5	14.7	1.06E+15	4.47E+14	6.08E+14	49.6	45.4	31.2	14.2	0.922	0.078	15.72188421	1.333835791	0	1	87.1	95	1052	0.894408833	28.3619	70.7402	30.0804	74.4055
226	AAFEX-I	120	3	FT1	19	0	0	15.5	2.1	1.32E+15	4.97E+14	8.22E+14	52.4	46.3	30.4	15.9	0.874	0.126	16.64844481	2.397355194	0	1	87.5	95	1017	0.894408833	25.9631	67.159	28.6235	70.9165
227	AAFEX-I	110	3	BlendFT1	699	8	0.8	14.5	7.4	1.03E+16	8.71E+14	9.44E+15	115.4	160.3	82.2	78.2	NA	NA	NA	NA	0	1	88.4	93	1040	0.894408833	13.6272	64.4197	29.0954	84.3978
228	AAFEX-I	120	3	FT2	22	0.6	0	15.1	17.8	1.32E+15	5.84E+14	7.38E+14	81.0	66.5	38.5	27.9	0.868	0.132	29.10879919	4.415000813	0	1	87.5	96	1076	0.894408833	30.3006	72.7769	32.0414	78.4428
229	AAFEX-I	110	3	BlendFT2	658	9.1	0.8	14.3	11.8	6.76E+15	7.83E+14	5.98E+15	106.2	114.5	70.7	43.8	NA	NA	NA	NA	0	1	62.9	86	802	0.894408833	12.781	63.9428	28.553	83.1566
230	AAFEX-I	180	3	JP-8	1148	18.6	1.6	13.6	19.5	6.37E+15	8.88E+14	5.49E+15	151.8	167.0	109.6	57.4	NA	NA	NA	NA	0	1	87.4	98	1052	0.894408833	13.4873	75.7251	26.8978	98.4278
231	AAFEX-II	58	3	JP-8	188	21.8	1.3	13.5	17.2	1.79E+15	7.70E+14	1.02E+15	159.4	131.3	89.7	41.7	0.835	0.165	41.76924988	8.236190118	0	1	NA	NA	NA	0.894408833	29.6976	88.8618	34.2551	90.8637
232	AAFEX-II	120	3	JP-8	188	21.8	1.3	13.5	17.8	1.70E+15	6.43E+14	1.06E+15	136.0	103.8	64.3	39.4	0.781	0.219	36.96709685	10.37206315	0	1	NA	NA	NA	0.894408833	29.0035	86.8968	33.3577	88.2432
233	AAFEX-II	120	3	HRJ	6	0.4	0	15.3	10.0	8.39E+14	2.71E+14	5.68E+14	25.5	14.9	11.9	3.0	0.800	0.200	2.902752	0.725688	0	1	NA	NA	NA	0.894408833	24.3645	68.7994	26.1162	80.1745
234	AAFEX-II	130	3	HRJ	6	0.4	0	15.3	17.2	1.01E+15	3.54E+14	6.54E+14	40.8	28.4	19.8	8.7	0.764	0.236	7.928856378	2.452223622	0	1	NA	NA	NA	0.894408833	27.4178	71.7706	29.5664	73.2833
235	AAFEX-II	115	3	HRJ	6	0.4	0	15.3	23.9	7.27E+14	3.24E+14	4.04E+14	38.2	27.4	18.8	8.6	0.827	0.173	8.48949	1.77687	0	1	NA	NA	NA	0.894408833	27.6483	72.074	29.222	73.3183
236	AAFEX-II	135	3	FT	4	1.4	0	15	13.3	6.60E+14	3.14E+14	3.46E+14	32.7	21.8	13.5	8.3	0.779	0.221	7.750334897	2.194785103	0	1	NA	NA	NA	0.894408833	25.6179	70.7975	26.9369	65.7903
237	AAFEX-II	120	3	FTS	1083	2.1	0	15	13.9	9.34E+15	3.32E+14	9.01E+15	27.6	67.9	12.0	55.9	0.667	0.333	44.71304	22.35652	0	1	NA	NA	NA	0.894408833	15.1591	33.9062	24.2794	62.9737
238	AAFEX-II	130	3	BlendHRJ	276	10.2	0.65	14.4	25.0	2.36E+15	7.08E+14	1.65E+15	116.8	98.9	49.8	49.1	NA	NA	NA	NA	0	1	NA	NA	NA	0.894408833	14.57	75.0291	30.0971	80.183
239	AAFEX-II	130	3	JP-8	188	21.8	1.3	13.5	30.6	1.20E+15	6.37E+14	5.58E+14	98.6	122.0	NA	NA	0.874	0.126	NA	NA	0	1	NA	NA	NA	0.894408833	32.2006	86.0781	NA	NA
